number,name,abiliy_1,abiliy_2,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,colour,safari_zone_flee_rate,against_water,against_normal,against_fire,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,egg_group_3
184,Azumarill,thick fat,huge power,Aquarabbit Pokémon,0.79,28.58,75,2560,"800,000 ",Fast,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Fairy,Water 1,100,50,80,50,80,50,
224,Octillery,suction cups,sniper,Jet Pokémon,0.89,28.49,75,5120,"1,000,000 ",Medium Fast,70,Red,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 2,Water 1,75,105,75,105,75,45,
227,Skarmory,keen eye,sturdy,Armor Bird Pokémon,1.7,50.8,25,6400,"1,250,000 ",Slow,70,Gray,0,1,0.5,2,2,0.25,1,1,0,0,0.5,0.5,0.25,1,0.5,0.5,0.5,0.5,,Flying,65,80,140,40,70,70,
170,Chinchou,volt absorb,illuminate,Angler Pokémon,0.51,11.79,190,5120,"1,250,000 ",Slow,70,Blue,0,0.5,1,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,,Water 2,75,38,38,56,56,67,
435,Skuntank,stench,aftermath,Skunk Pokémon,0.99,38.01,60,5120,"1,000,000 ",Medium Fast,70,Purple,0,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,,Ground,103,93,67,71,61,84,
275,Shiftry,chlorophyll,early bird,Wickid Pokémon,1.3,59.6,45,3840,"1,059,860 ",Medium Slow,70,Brown,0,0.5,1,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,Ground,Plant,90,100,60,90,60,80,
421,Cherrim,flower gift,,Blossom Pokémon,0.51,9.3,75,5120,"1,000,000 ",Medium Fast,70,Pink,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Plant,Fairy,70,60,70,87,78,85,
115,Kangaskhan,early bird,scrappy,Parent Pokémon,2.21,80.01,45,5120,"1,000,000 ",Medium Fast,70,Brown,150,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Monster,105,95,80,40,80,90,
250,Ho-oh,pressure,,Rainbow Pokémon,3.81,198.99,3,30720,"1,250,000 ",Slow,0,Red,0,2,1,0.5,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,,,106,130,90,110,154,90,
476,Probopass,sturdy,magnet pull,Compass Pokémon,1.4,340.01,60,5120,"1,000,000 ",Medium Fast,70,Gray,0,2,0.25,1,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Mineral,60,55,145,75,150,40,
046,Paras,effect spore,dry skin,Mushroom Pokémon,0.3,5.4,190,5120,"1,000,000 ",Medium Fast,70,Red,120,0.5,1,4,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,Plant,Big Mushroom - 5%,35,70,55,45,55,25,Bug
350,Milotic,marvel scale,,Tender Pokémon,6.2,161.98,60,5120,"600,000 ",Erratic,70,Pink,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Dragon,Water 1,95,60,79,100,125,81,
348,Armaldo,battle armor,,Plate Pokémon,1.5,68.22,45,7680,"600,000 ",Erratic,70,Gray,0,2,0.5,1,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,,Water 3,75,125,100,70,80,45,
001,Bulbasaur,overgrow,,Seed Pokémon,0.71,6.89,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Monster,Plant,45,49,49,65,65,45,
337,Lunatone,levitate,,Meteorite Pokémon,0.99,168.01,45,6400,"800,000 ",Fast,70,Yellow,60,2,0.5,0.5,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,,Mineral,70,55,65,95,85,70,
019,Rattata,run away,guts,Mouse Pokémon,0.3,3.49,255,3840,"1,000,000 ",Medium Fast,70,Purple,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,30,56,35,25,35,72,
149,Dragonite,inner focus,,Dragon Pokémon,2.21,210.01,45,10240,"1,250,000 ",Slow,35,Brown,0,0.5,1,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,Dragon,Water 1,91,134,95,100,100,80,
302,Sableye,keen eye,stall,Darkness Pokémon,0.51,11.02,45,6400,"1,059,860 ",Medium Slow,35,Purple,0,1,0,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,,HumanShape,50,75,75,65,65,50,
004,Charmander,blaze,,Lizard Pokémon,0.61,8.48,45,5120,"1,059,860 ",Medium Slow,70,Red,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Monster,Dragon,39,52,43,60,50,65,
298,Azurill,thick fat,huge power,Polka Dot Pokémon,0.2,2.0,150,2560,"800,000 ",Fast,70,Blue,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,50,20,40,20,40,20,
386,Deoxys,pressure,,DNA Pokémon,1.65,60.78,3,30720,"1,250,000 ",Slow,0,Red,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,150,50,150,50,150,
386.1,Deoxys_attack,pressure,,DNA Pokémon,1.65,60.78,3,30720,"1,250,000 ",Slow,0,Red,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,180,20,180,20,150,
386.3,Deoxys_defense,pressure,,DNA Pokémon,1.65,60.78,3,30720,"1,250,000 ",Slow,0,Red,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,70,160,70,160,90,
386.2,Deoxys_speed,pressure,,DNA Pokémon,1.65,60.78,3,30720,"1,250,000 ",Slow,0,Red,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,95,90,95,90,180,
077,Ponyta,run away,flash fire,Fire Horse Pokémon,0.99,29.98,190,5120,"1,000,000 ",Medium Fast,70,Yellow,120,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Ground,50,85,55,65,65,90,
015,Beedrill,swarm,,Poison Bee Pokémon,0.99,29.48,45,3840,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,2,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,65,80,40,45,80,75,
427,Buneary,run away,klutz,Rabbit Pokémon,0.41,5.49,190,5120,"1,000,000 ",Medium Fast,0,Brown,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Ground,HumanShape,55,66,44,44,56,85,
382,Kyogre,drizzle,,Sea Basin Pokémon,4.5,351.99,5,30720,"1,250,000 ",Slow,0,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,,100,100,90,150,140,90,
448,Lucario,steadfast,inner focus,Aura Pokémon,1.22,53.98,45,6400,"1,059,860 ",Medium Slow,70,Blue,0,1,0.5,2,1,0.5,0.5,2,0,2,1,1,0.25,0.25,0.5,0.5,0.25,0.5,Ground,HumanShape,70,110,70,115,70,90,
447,Riolu,steadfast,inner focus,Emanation Pokémon,0.71,20.18,75,6400,"1,059,860 ",Medium Slow,70,Blue,120,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,,40,70,40,35,40,60,
022,Fearow,keen eye,,Beak Pokémon,1.19,38.01,90,3840,"1,000,000 ",Medium Fast,70,Brown,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,65,90,65,61,61,100,
345,Lileep,suction cups,,Sea Lily Pokémon,0.99,23.81,45,7680,"600,000 ",Erratic,70,Purple,0,1,0.5,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,,Water 3,66,41,77,61,87,23,
095,Onix,rock head,sturdy,Rock Snake Pokémon,8.79,210.01,45,6400,"1,000,000 ",Medium Fast,70,Gray,60,4,0.5,0.5,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,,Mineral,35,45,160,30,45,70,
264,Linoone,pickup,gluttony,Rush Pokémon,0.51,32.48,90,3840,"1,000,000 ",Medium Fast,70,White,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Sitrus Berry - 5%,Ground,78,70,61,50,61,100,
124,Jynx,oblivious,forewarn,Humanshape Pokémon,0.99,32.39,45,6400,"1,000,000 ",Medium Fast,70,Red,0,1,1,2,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,,HumanShape,65,50,35,115,95,95,
314,Illumise,oblivious,tinted lens,Firefly Pokémon,0.61,17.69,150,3840,"1,640,000 ",Fluctuating,70,Purple,90,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,Bug,HumanShape,65,47,55,73,75,85,
450,Hippowdon,sand stream,,Heavyweight Pokémon,2.01,300.01,60,7680,"1,250,000 ",Slow,70,Brown,0,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Ground,108,112,118,68,72,47,
156,Quilava,blaze,,Volcano Pokémon,0.89,19.01,45,5120,"1,059,860 ",Medium Slow,70,Yellow,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Ground,58,64,58,80,65,80,
072,Tentacool,clear body,liquid ooze,Jellyfish Pokémon,0.89,45.36,190,5120,"1,250,000 ",Slow,70,Blue,0,0.5,1,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,,Water 3,40,40,35,50,100,70,
171,Lanturn,volt absorb,illuminate,Light Pokémon,1.19,22.68,75,5120,"1,250,000 ",Slow,70,Blue,0,0.5,1,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,,Water 2,125,58,58,76,76,67,
071,Victreebel,chlorophyll,,Flycatcher Pokémon,1.7,15.51,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Plant,80,105,65,100,60,70,
172,Pichu,static,,Tiny Mouse Pokémon,0.3,1.81,190,2560,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,,20,40,15,35,35,60,
221,Piloswine,oblivious,snow cloak,Swine Pokémon,1.09,55.79,75,5120,"1,250,000 ",Slow,70,Brown,0,2,1,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,,Ground,100,100,80,60,60,50,
449,Hippopotas,sand stream,,Hippo Pokémon,0.79,49.49,140,7680,"1,250,000 ",Slow,70,Brown,60,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Ground,68,72,78,38,42,32,
288,Vigoroth,vital spirit,,Wild Monkey Pokémon,1.4,46.49,120,3840,"1,250,000 ",Slow,70,White,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,80,80,80,55,55,90,
193,Yanma,speed boost,compoundeyes,Clear Wing Pokémon,1.19,38.01,75,5120,"1,000,000 ",Medium Fast,70,Red,120,1,1,2,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,65,65,45,75,45,95,
094,Gengar,levitate,,Gas Pokémon,1.5,40.51,45,5120,"1,059,860 ",Medium Slow,70,Purple,0,1,0,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,,Indeterminate,60,65,60,130,75,110,
326,Grumpig,thick fat,own tempo,Manipulate Pokémon,0.89,71.49,60,5120,"800,000 ",Fast,70,Purple,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Ground,80,45,65,90,110,80,
392,Infernape,blaze,,Flame Pokémon,1.19,54.88,45,5120,"1,059,860 ",Medium Slow,70,Brown,0,2,1,0.5,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,Ground,HumanShape,76,104,71,104,71,108,
098,Krabby,hyper cutter,shell armor,River Crab Pokémon,0.41,6.49,225,5120,"1,000,000 ",Medium Fast,70,Red,90,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 3,30,105,90,25,25,50,
343,Baltoy,levitate,,Clay Doll Pokémon,0.51,21.5,255,5120,"1,000,000 ",Medium Fast,70,Brown,0,2,1,1,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,,Mineral,40,40,55,40,70,55,
460,Abomasnow,snow warning,,Frosted Tree Pokémon,2.21,135.49,60,5120,"1,250,000 ",Slow,70,White,0,0.5,1,4,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,Monster,Plant,90,92,75,92,85,60,
474,Porygon-Z,increases the same type attack bonus from *1.5 to *2. download: attack is increased when the foe’s defense is lower than its special defense or increases special attack when the foe’s special defense is lower than its defense.,,Virtual Pokémon,0.89,34.02,30,5120,"1,000,000 ",Medium Fast,70,Red,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Mineral,85,80,70,135,75,90,
198,Murkrow,insomnia,super luck,Darkness Pokémon,0.51,2.09,30,5120,"1,059,860 ",Medium Slow,35,Black,120,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,,Flying,60,85,42,85,42,91,
