number,name,abiliy_1,abiliy_2,hidden_ability,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,flee_flag,entree_forest_level,type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,type_2,egg_group_3,abiliy_3,egg_group_4,abiliy_4,abiliy_5,abiliy_6,abiliy_7,abiliy_8
629,Vullaby,big pecks,overcoat,weak armor,Diapered Pokémon,0.5,9.0,190,5120,"1,250,000 ",Slow,35,1 Defense Point(s),133,dark,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,,Flying,70,55,75,45,65,60,flying,,,,,,,,
512,Simisage,gluttony,,overgrow,Thorn Monkey Pokémon,1.1,30.5,75,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),65,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Occa Berry - 5%,Field,75,98,63,98,63,101,,,,,,,,,
439,Mime Jr.,soundproof,filter,technician,Mime Pokémon,0.6,13.0,145,6400,"1,000,000 ",Medium Fast,70,101,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Leppa Berry - 5%,,20,25,45,70,90,60,,,,,,,,,
079,Slowpoke,oblivious,own tempo,regenerator,Dopey Pokémon,1.2,36.0,190,5120,"1,000,000 ",Medium Fast,70,144,10,water,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,Water 1,Monster,90,65,65,40,40,15,psychic,,,,,,,,
137,Porygon,trace,download,analytic,Virtual Pokémon,0.8,36.5,45,5120,"1,000,000 ",Medium Fast,70,148,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Mineral,65,60,70,85,75,40,,,,,,,,,
435,Skuntank,stench,aftermath,keen eye,Skunk Pokémon,1.0,38.0,60,5120,"1,000,000 ",Medium Fast,70,51,34,poison,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,,Field,103,93,67,71,61,84,dark,,,,,,,,
597,Ferroseed,iron barbs,,,Thorn Seed Pokémon,0.6,18.8,255,5120,"1,000,000 ",Medium Fast,70,1 Defense Point(s),0,grass,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,Grass,Mineral,44,50,91,24,86,10,steel,,,,,,,,
173,Cleffa,cute charm,magic guard,friend guard,Star Shape Pokémon,0.3,3.0,150,2560,"800,000 ",Fast,140,132,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Comet Shard - 1%(Dark Grass),50,25,28,45,55,15,,,,,,,,,
544,Whirlipede,poison point,swarm,quick feet,Curlipede Pokémon,1.2,58.5,120,3840,"1,059,860 ",Medium Slow,70,2 Defense Point(s),95,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,Poison Barb - 5%,Bug,40,55,99,40,79,47,poison,,,,,,,,
571,Zoroark,illusion,,,Illusion Fox Pokémon,1.6,81.1,45,5120,"1,059,860 ",Medium Slow,70,2 Sp. Attack Point(s),0,dark,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,Field,60,105,60,120,60,105,,,,,,,,,
152,Chikorita,overgrow,,leaf guard,Leaf Pokémon,0.9,6.4,45,5120,"1,059,860 ",Medium Slow,70,102,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Monster,45,49,65,49,65,45,,,,,,,,,
456,Finneon,swift swim,storm drain,water veil,Wing Fish Pokémon,0.4,7.0,190,5120,"600,000 ",Erratic,70,41,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 2,49,49,56,49,61,66,,,,,,,,,
462,Magnezone,magnet pull,sturdy,analytic,Magnet Area Pokémon,1.2,180.0,30,5120,"1,000,000 ",Medium Fast,70,148,31,electric,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,,Mineral,70,70,115,130,90,60,steel,,,,,,,,
566,Archen,defeatist,,,First Bird Pokémon,0.5,9.5,45,7680,"1,000,000 ",Medium Fast,70,1 Attack Point(s),0,rock,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,Flying,Water 3,55,112,45,74,45,70,flying,,,,,,,,
491,Darkrai,bad dreams,,,Pitch-Black Pokémon,1.5,50.5,3,30720,"1,250,000 ",Slow,0,0,30,dark,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,,70,90,90,135,90,125,,,,,,,,,
376,Metagross,clear body,,light metal,Iron Leg Pokémon,1.6,550.0,3,10240,"1,250,000 ",Slow,35,135,45,steel,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,1,0.5,1,0.5,,Mineral,80,135,130,95,90,70,psychic,,,,,,,,
097,Hypno,insomnia,forewarn,inner focus,Hypnosis Pokémon,1.6,75.6,75,5120,"1,000,000 ",Medium Fast,70,39,26,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Human-like,85,73,70,73,115,67,,,,,,,,,
154,Meganium,overgrow,,leaf guard,Herb Pokémon,1.8,100.5,45,5120,"1,059,860 ",Medium Slow,70,102,32,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Monster,80,82,100,83,100,80,,,,,,,,,
331,Cacnea,sand veil,,water absorb,Cactus Pokémon,0.4,51.3,190,5120,"1,059,860 ",Medium Slow,35,11,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Human-like,50,85,40,85,40,35,,,,,,,,,
474,Porygon-Z,adaptability,download,analytic,Virtual Pokémon,0.9,34.0,30,5120,"1,000,000 ",Medium Fast,70,148,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Mineral,85,80,70,135,75,90,,,,,,,,,
482,Azelf,levitate,,,Willpower Pokémon,0.3,0.3,3,20480,"1,250,000 ",Slow,140,0,50,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,75,125,70,125,70,115,,,,,,,,,
368,Gorebyss,swift swim,,hydration,South Sea Pokémon,1.8,22.6,60,5120,"600,000 ",Erratic,70,93,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,55,84,105,114,75,52,,,,,,,,,
230,Kingdra,swift swim,sniper,damp,Dragon Pokémon,1.8,152.0,45,5120,"1,000,000 ",Medium Fast,70,6,32,water,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,Water 1,Dragon,75,95,95,95,95,85,dragon,,,,,,,,
177,Natu,synchronize,early bird,magic bounce,Little Bird Pokémon,0.2,2.0,190,5120,"1,000,000 ",Medium Fast,70,156,10,psychic,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,,Flying,40,50,45,70,45,70,flying,,,,,,,,
019,Rattata,run away,guts,hustle,Mouse Pokémon,0.3,3.5,255,3840,"1,000,000 ",Medium Fast,70,55,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,,30,56,35,25,35,72,,Chilan Berry - 5%,,,,,,,
496,Servine,overgrow,,contrary,Grass Snake Pokémon,0.8,16.0,45,5120,"1,059,860 ",Medium Slow,70,2 Speed Point(s),126,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Field,60,60,75,60,75,83,,,,,,,,,
524,Roggenrola,sturdy,,sand force,Mantle Pokémon,0.4,18.0,255,3840,"1,059,860 ",Medium Slow,70,1 Defense Point(s),159,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,Hard Stone - 5%,Mineral,55,75,85,25,25,15,,,,,,,,,
620,Mienshao,inner focus,regenerator,reckless,Martial Arts Pokémon,1.4,35.5,45,6400,"1,059,860 ",Medium Slow,70,2 Attack Point(s),120,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,Field,Human-like,65,125,60,95,60,105,,,,,,,,,
569,Garbodor,stench,weak armor,aftermath,Trash Heap Pokémon,1.9,107.3,60,5120,"1,000,000 ",Medium Fast,70,2 Attack Point(s),106,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Big Nugget - 1%(Dark Grass),Mineral,80,95,82,60,82,75,,,,,,,,,
212,Scizor,swarm,technician,light metal,Pincer Pokémon,1.8,118.0,25,6400,"1,000,000 ",Medium Fast,70,135,10,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,70,130,100,55,80,65,steel,,,,,,,,
181,Ampharos,static,,plus,Light Pokémon,1.4,61.5,45,5120,"1,059,860 ",Medium Slow,70,57,30,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Monster,Field,90,75,75,115,90,55,,,,,,,,,
320,Wailmer,water veil,oblivious,pressure,Ball Whale Pokémon,2.0,130.0,125,10240,"1,640,000 ",Fluctuating,70,46,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Field,Water 2,130,70,35,70,35,60,,,,,,,,,
612,Haxorus,rivalry,mold breaker,unnerve,Axe Jaw Pokémon,1.8,105.5,45,10240,"1,250,000 ",Slow,35,3 Attack Point(s),127,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Monster,Dragon,76,147,90,60,70,97,,,,,,,,,
262,Mightyena,intimidate,quick feet,moxie,Bite Pokémon,1.0,37.0,127,3840,"1,000,000 ",Medium Fast,70,153,18,dark,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,Field,70,90,70,60,60,70,,,,,,,,,
635,Hydreigon,levitate,,,Brutal Pokémon,1.8,160.0,45,10240,"1,250,000 ",Slow,35,3 Sp. Attack Point(s),0,dark,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,,Dragon,92,105,90,125,90,98,dragon,,,,,,,,
023,Ekans,intimidate,shed skin,unnerve,Snake Pokémon,2.0,6.9,255,5120,"1,000,000 ",Medium Fast,70,127,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Field,Dragon,35,60,44,40,54,55,,,,,,,,,
573,Cinccino,cute charm,technician,skill link,Scarf Pokémon,0.5,7.5,60,3840,"800,000 ",Fast,70,2 Speed Point(s),92,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,75,95,60,65,60,115,,,,,,,,,
231,Phanpy,pickup,,sand veil,Long Nose Pokémon,0.5,33.5,120,5120,"1,000,000 ",Medium Fast,70,8,10,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Field,90,60,60,40,40,40,,,,,,,,,
355,Duskull,levitate,,,Requiem Pokémon,0.8,15.0,190,6400,"800,000 ",Fast,35,0,10,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,,Amorphous,20,40,90,30,90,25,,,,,,,,,
522,Blitzle,lightningrod,motor drive,sap sipper,Electrified Pokémon,0.8,29.8,190,5120,"1,000,000 ",Medium Fast,70,1 Speed Point(s),157,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,45,60,32,50,32,76,,,,,,,,,
235,Smeargle,own tempo,technician,moody,Painter Pokémon,1.2,58.0,45,5120,"800,000 ",Fast,70,141,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,55,20,35,20,45,75,,,,,,,,,
642,Thundurus,prankster,defiant (hidden) (incarnate forme),,Bolt Strike Pokémon,1.5,61.0,3,30720,"1,250,000 ",Slow,90,Incarnate Forme3 Attack Point(s)Therian Forme3 Sp. Attack Point(s),128,electric,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,,,79,115,70,125,80,111,flying,,volt absorb (therian forme),,,,,,
642.1,Thundurus_therian,prankster,defiant (hidden) (incarnate forme),,Bolt Strike Pokémon,1.5,61.0,3,30720,"1,250,000 ",Slow,90,Incarnate Forme3 Attack Point(s)Therian Forme3 Sp. Attack Point(s),128,electric,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,,,79,105,70,145,80,101,flying,,volt absorb (therian forme),,,,,,
565,Carracosta,solid rock,sturdy,swift swim,Prototurtle Pokémon,1.2,81.0,45,7680,"1,000,000 ",Medium Fast,70,2 Defense Point(s),33,water,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 1,Water 3,74,108,133,83,65,32,rock,,,,,,,,
521,Unfezant,big pecks,super luck,rivalry,Proud Pokémon,1.2,29.0,45,3840,"1,059,860 ",Medium Slow,70,3 Attack Point(s),79,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,80,105,80,65,55,93,flying,,,,,,,,
483,Dialga,pressure,,telepathy,Temporal Pokémon,5.4,683.0,30,30720,"1,250,000 ",Slow,0,140,47,steel,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,,,100,120,120,150,100,90,dragon,,,,,,,,
349,Feebas,swift swim,,adaptability,Fish Pokémon,0.6,7.4,255,5120,"600,000 ",Erratic,70,91,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Dragon,20,15,20,10,55,80,,,,,,,,,
396,Starly,keen eye,,,Starling Pokémon,0.3,2.0,255,3840,"1,059,860 ",Medium Slow,70,51,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,40,55,30,30,30,60,flying,,,,,,,,
124,Jynx,oblivious,forewarn,dry skin,Humanshape Pokémon,1.4,40.6,45,6400,"1,000,000 ",Medium Fast,70,87,30,ice,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,,Human-like,65,50,35,115,95,95,psychic,,,,,,,,
513,Pansear,gluttony,,blaze,High Temp Pokémon,0.6,11.0,190,5120,"1,000,000 ",Medium Fast,70,1 Speed Point(s),66,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Passho Berry - 5%,Field,50,53,48,53,48,64,,,,,,,,,
550,Basculin,reckless (red,striped form bwb2w2 & blue,,Hostile Pokémon,1.0,18.0,25,10240,"1,000,000 ",Medium Fast,70,2 Speed Point(s),104,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 2,Blue-Striped Form,70,92,65,80,55,98,,Deep Sea Scale - 5%,striped form bw),,rock head (blue,striped form,b2w2),adaptability,mold breaker (dream world)
022,Fearow,keen eye,,sniper,Beak Pokémon,1.2,38.0,90,3840,"1,000,000 ",Medium Fast,70,97,20,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,65,90,65,61,61,100,flying,,,,,,,,
540,Sewaddle,swarm,chlorophyll,overcoat,Sewing Pokémon,0.3,2.5,255,3840,"1,059,860 ",Medium Slow,70,1 Defense Point(s),142,bug,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,,Bug,45,53,70,40,60,42,grass,,,,,,,,
619,Mienfoo,inner focus,regenerator,reckless,Martial Arts Pokémon,0.9,20.0,180,6400,"1,059,860 ",Medium Slow,70,1 Attack Point(s),120,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,Field,Human-like,45,85,50,55,50,65,,,,,,,,,
585,Deerling,chlorophyll,sap sipper,serene grace,Season Pokémon,0.6,19.5,190,5120,"1,000,000 ",Medium Fast,70,1 Speed Point(s),32,normal,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,,Field,60,60,50,40,50,75,grass,,,,,,,,
517,Munna,forewarn,synchronize,telepathy,Dream Eater Pokémon,0.6,23.3,190,2560,"800,000 ",Fast,70,1 HP Point(s),140,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Field,76,25,45,67,55,24,,,,,,,,,
014,Kakuna,shed skin,,,Cocoon Pokémon,0.6,10.0,120,3840,"1,000,000 ",Medium Fast,70,61,10,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,45,25,50,25,25,35,poison,,,,,,,,
327,Spinda,own tempo,tangled feet,contrary,Spot Panda Pokémon,1.1,5.0,255,3840,"800,000 ",Fast,70,126,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,Human-like,60,60,60,60,60,60,,,,,,,,,
601,Klinklang,plus,minus,clear body,Gear Pokémon,0.6,81.0,30,5120,"1,059,860 ",Medium Slow,70,3 Defense Point(s),29,steel,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,Mineral,60,100,115,70,85,90,,,,,,,,,
175,Togepi,hustle,serene grace,super luck,Spike Ball Pokémon,0.3,1.5,190,2560,"800,000 ",Fast,70,105,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,35,20,65,40,65,20,,,,,,,,,
346,Cradily,suction cups,,storm drain,Barnacle Pokémon,1.5,60.4,45,7680,"600,000 ",Erratic,70,114,40,rock,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,,Water 3,86,81,97,81,107,43,grass,,,,,,,,
257,Blaziken,blaze,,speed boost,Blaze Pokémon,1.9,52.0,45,5120,"1,059,860 ",Medium Slow,70,3,36,fire,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,,Field,80,120,70,110,70,80,fighting,,,,,,,,
363,Spheal,thick fat,ice body,oblivious,Clap Pokémon,0.8,39.5,255,5120,"1,059,860 ",Medium Slow,70,12,10,ice,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Water 1,Field,70,40,50,55,50,25,water,,,,,,,,
584,Vanilluxe,ice body,,weak armor,Snowstorm Pokémon,1.3,57.5,45,5120,"1,250,000 ",Slow,70,3 Sp. Attack Point(s),133,ice,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,Mineral,71,95,85,110,95,79,,,,,,,,,
411,Bastiodon,sturdy,,soundproof,Shield Pokémon,1.3,149.5,45,7680,"600,000 ",Erratic,70,43,30,rock,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,60,52,168,47,138,30,steel,,,,,,,,
110,Weezing,levitate,,,Poison Gas Pokémon,1.2,9.5,60,5120,"1,000,000 ",Medium Fast,70,0,35,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Amorphous,65,90,120,85,70,60,,,,,,,,,
010,Caterpie,shield dust,,run away,Worm Pokémon,0.3,2.9,255,3840,"1,000,000 ",Medium Fast,70,50,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,45,30,35,20,20,45,,,,,,,,,
062,Poliwrath,water absorb,damp,swift swim,Tadpole Pokémon,1.3,54.0,45,5120,"1,059,860 ",Medium Slow,70,33,25,water,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,,Water 1,90,85,95,70,90,70,fighting,,,,,,,,
457,Lumineon,swift swim,storm drain,water veil,Neon Pokémon,1.2,24.0,75,5120,"600,000 ",Erratic,70,41,31,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 2,69,69,76,69,86,91,,,,,,,,,
013,Weedle,shield dust,,run away,Hairy Pokémon,0.3,3.2,255,3840,"1,000,000 ",Medium Fast,70,50,10,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,40,35,30,20,20,50,poison,,,,,,,,
057,Primeape,vital spirit,anger point,defiant,Pig Monkey Pokémon,1.0,32.0,75,5120,"1,000,000 ",Medium Fast,70,128,28,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Field,65,105,60,60,70,95,,,,,,,,,
123,Scyther,swarm,technician,steadfast,Mantis Pokémon,1.5,56.0,45,6400,"1,000,000 ",Medium Fast,70,80,10,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,70,110,80,55,80,105,flying,,,,,,,,
277,Swellow,guts,,scrappy,Swallow Pokémon,0.7,19.8,45,3840,"1,059,860 ",Medium Slow,70,113,22,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,60,85,60,50,50,125,flying,,,,,,,,
470,Leafeon,leaf guard,,chlorophyll,Verdant Pokémon,1.0,25.5,45,8960,"1,000,000 ",Medium Fast,35,34,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Field,65,110,130,60,65,95,,,,,,,,,
334,Altaria,natural cure,,cloud nine,Humming Pokémon,1.1,20.6,45,5120,"600,000 ",Erratic,70,13,35,dragon,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,Flying,Dragon,75,70,90,70,105,80,flying,,,,,,,,
583,Vanillish,ice body,,weak armor,Icy Snow Pokémon,1.1,41.0,120,5120,"1,250,000 ",Slow,70,2 Sp. Attack Point(s),133,ice,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,Mineral,51,65,65,80,75,59,,,,,,,,,
564,Tirtouga,solid rock,sturdy,swift swim,Prototurtle Pokémon,0.7,16.5,45,7680,"1,000,000 ",Medium Fast,70,1 Defense Point(s),33,water,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 1,Water 3,54,78,103,53,45,22,rock,,,,,,,,
107,Hitmonchan,keen eye,iron fist,inner focus,Punching Pokémon,1.4,50.2,45,6400,"1,000,000 ",Medium Fast,70,39,20,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,50,105,79,35,110,76,,,,,,,,,
148,Dragonair,shed skin,,marvel scale,Dragon Pokémon,4.0,16.5,45,10240,"1,250,000 ",Slow,35,63,30,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Water 1,Dragon,61,84,65,70,70,70,,,,,,,,,
370,Luvdisc,swift swim,,hydration,Rendezvous Pokémon,0.6,8.7,225,5120,"800,000 ",Fast,70,93,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 2,43,30,55,40,65,97,,,,,,,,,
272,Ludicolo,swift swim,rain dish,own tempo,Carefree Pokémon,1.5,55.0,45,3840,"1,059,860 ",Medium Slow,70,20,14,water,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,Water 1,Grass,80,70,70,90,100,70,grass,,,,,,,,
341,Corphish,hyper cutter,shell armor,adaptability,Ruffian Pokémon,0.6,11.5,205,3840,"1,640,000 ",Fluctuating,70,91,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Water 3,43,80,65,50,35,35,,,,,,,,,
389,Torterra,overgrow,,shell armor,Continent Pokémon,2.2,310.0,45,5120,"1,059,860 ",Medium Slow,70,75,32,grass,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,Grass,Monster,95,109,105,75,85,56,ground,,,,,,,,
547,Whimsicott,prankster,infiltrator,chlorophyll,Windveiled Pokémon,0.7,6.6,75,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),34,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Fairy,60,67,85,77,75,116,,,,,,,,,
252,Treecko,overgrow,,unburden,Wood Gecko Pokémon,0.5,5.0,45,5120,"1,059,860 ",Medium Slow,70,84,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Monster,Dragon,40,45,35,65,55,70,,,,,,,,,
350,Milotic,marvel scale,,cute charm,Tender Pokémon,6.2,162.0,60,5120,"600,000 ",Erratic,70,56,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Dragon,95,60,79,100,125,81,,,,,,,,,
108,Lickitung,own tempo,oblivious,cloud nine,Licking Pokémon,1.2,65.5,45,5120,"1,000,000 ",Medium Fast,70,13,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Monster,90,55,75,60,75,30,,,,,,,,,
413,Wormadam,anticipation,,overcoat,Bagworm Pokémon,0.5,6.5,45,3840,"1,000,000 ",Medium Fast,70,142,20,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,60,59,85,79,105,36,grass,,,,,,,,
413.1,Wormadam_sandy,anticipation,,overcoat,Bagworm Pokémon,0.5,6.5,45,3840,"1,000,000 ",Medium Fast,70,142,20,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,60,79,105,59,85,36,ground,,,,,,,,
413.2,Wormadam_trash,anticipation,,overcoat,Bagworm Pokémon,0.5,6.5,45,3840,"1,000,000 ",Medium Fast,70,142,20,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,60,69,95,69,95,36,steel,,,,,,,,
221,Piloswine,oblivious,snow cloak,thick fat,Swine Pokémon,1.1,55.8,75,5120,"1,250,000 ",Slow,70,47,33,ice,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,,Field,100,100,80,60,60,50,ground,,,,,,,,
184,Azumarill,thick fat,huge power,sap sipper,Aquarabbit Pokémon,0.8,28.5,75,2560,"800,000 ",Fast,70,157,18,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Fairy,100,50,80,50,80,50,,,,,,,,,
335,Zangoose,immunity,,toxic boost,Cat Ferret Pokémon,1.3,40.3,90,5120,"600,000 ",Erratic,70,137,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,73,115,60,60,60,90,,,,,,,,,
322,Numel,oblivious,simple,own tempo,Numb Pokémon,0.7,24.0,255,5120,"1,000,000 ",Medium Fast,70,20,10,fire,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,,Field,60,60,40,65,45,35,ground,,,,,,,,
293,Whismur,soundproof,,rattled,Whisper Pokémon,0.6,16.3,190,5120,"1,059,860 ",Medium Slow,70,155,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Monster,Field,64,51,23,51,23,28,,,,,,,,,
608,Lampent,flash fire,flame body,shadow tag,Lamp Pokémon,0.6,13.0,90,5120,"1,059,860 ",Medium Slow,70,2 Sp. Attack Point(s),23,ghost,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,,Amorphous,60,40,60,95,60,55,fire,,,,,,,,
